Y,X,HA,
17.7919555,-92.2086845,0
17.7919555,-92.1253515,0
17.7919555,-92.0420185,0
17.7919555,-91.9586855,0
17.7919555,-91.8753525,20
17.7919555,-91.7920195,15.1000003814697
17.7919555,-91.7086865,0
17.7919555,-91.6253535,0
17.7919555,-91.5420205,0
17.7919555,-91.4586875,0
17.7919555,-91.3753545,0
17.7919555,-91.2920215,0
17.7919555,-91.2086885,0
17.7919555,-91.1253555,0
17.7919555,-91.0420225,0
17.7919555,-90.9586895,0
17.7919555,-90.8753565,0
17.7919555,-90.7920235,8
17.7919555,-90.7086905,0
17.7919555,-90.6253575,0
17.7919555,-90.5420245,0
17.7919555,-90.4586915,0
17.7919555,-88.5420325,0.5
17.7919555,-88.4586995,2.29999995231628
17.7919555,-88.3753665,0.300000011920929
17.7919555,-88.2920335,0.400000005960464
17.7919555,-88.2087005,0
17.7919555,-77.3754105,0
17.7919555,-77.2920775,0
17.7919555,-77.2087445,0
17.7086225,-92.2086845,0
17.7086225,-92.1253515,24.2999992370605
17.7086225,-92.0420185,0
17.7086225,-91.9586855,0
17.7086225,-91.8753525,25
17.7086225,-91.7920195,20.7000007629395
17.7086225,-91.7086865,0
17.7086225,-91.6253535,0
17.7086225,-91.5420205,0
17.7086225,-91.4586875,0
17.7086225,-91.3753545,0
17.7086225,-91.2920215,0
17.7086225,-91.2086885,0
17.7086225,-91.1253555,0
17.7086225,-91.0420225,0
17.7086225,-90.9586895,0
17.7086225,-90.8753565,0
17.7086225,-90.6253575,0
17.7086225,-88.5420325,0.200000002980232
17.7086225,-88.4586995,1
17.7086225,-88.3753665,1
17.7086225,-88.2920335,0.200000002980232
17.7086225,-77.2087445,0
17.6252895,-92.2086845,0
17.6252895,-92.1253515,19.5
17.6252895,-92.0420185,19.1000003814697
17.6252895,-91.9586855,20
17.6252895,-91.8753525,21
17.6252895,-91.7920195,20.2999992370605
17.6252895,-91.7086865,0
17.6252895,-91.6253535,0
17.6252895,-91.5420205,0
17.6252895,-91.4586875,0
17.6252895,-91.3753545,0
17.6252895,-91.2920215,0
17.6252895,-91.2086885,0
17.6252895,-91.1253555,0
17.6252895,-91.0420225,0
17.6252895,-90.9586895,0
17.6252895,-90.8753565,0
